105
100
L,401,-2255,2634,1606,-480,-605,-402,-66,R,-1514,-3230,2410,1170,-1745,1863,-486,205
L,1546,-2001,2756,2975,-1292,-782,-323,-244,R,-1927,-3495,3103,2620,-1875,3311,-437,224
L,3117,-2425,2381,3653,481,-1575,-317,-425,R,-2199,-3187,3166,3909,-2989,3812,-395,260
L,3486,-3154,1833,3790,1475,-3581,-386,-437,R,-1375,-2432,2470,4516,-4310,3203,-406,216
L,2908,-2828,1145,3694,1637,-5389,-421,-436,R,-499,-1230,1472,4078,-5136,1371,-383,145
L,1723,-1947,741,3247,2092,-5850,-460,-395,R,45,-297,813,2879,-4945,-984,-200,-30
L,576,-1255,488,2734,1873,-5293,-589,-231,R,150,-146,522,1596,-3992,-2930,-150,-155
L,-136,-842,297,2331,1321,-4227,-687,87,R,241,-235,361,612,-2820,-3977,-284,-292
L,-627,-404,341,1866,890,-3081,-295,498,R,288,-220,673,-29,-1937,-4315,-167,-221
L,-1128,116,519,1244,568,-1966,53,647,R,125,-346,1169,-230,-1555,-4252,-164,-58
L,-1082,651,822,622,106,-896,256,458,R,206,-57,1155,-93,-420,-3677,-28,-101
L,-720,1090,1185,131,297,16,381,241,R,-50,596,1104,-33,933,-2641,283,22
L,-639,1216,1323,-45,409,391,396,195,R,-379,994,1273,-17,699,-1377,368,132
L,-612,1297,1143,-151,0,449,450,195,R,-202,1191,1122,111,-3,-110,462,70
L,-584,1039,995,-608,-192,706,419,221,R,53,1101,1039,189,-237,988,466,-20
L,-529,263,1065,-1203,-771,1134,124,257,R,193,675,1045,292,-142,2136,324,-88
L,-212,-51,917,-1650,-1883,1863,-31,129,R,324,62,832,209,517,3355,40,-212
L,448,-63,517,-2044,-2910,2799,-52,-406,R,274,-369,596,-390,1802,4234,-293,-213
L,1402,-113,359,-2423,-3151,3574,-44,-749,R,-100,-373,616,-1253,2752,4388,-308,78
L,2003,-205,667,-2874,-2799,4090,-55,-707,R,-372,-60,761,-2211,2972,3880,-40,259
L,2181,-444,1328,-3279,-2151,4231,-98,-572,R,-32,156,975,-3194,3656,2875,90,19
L,2251,-1030,1845,-3427,-1386,4074,-194,-468,R,112,-31,1214,-3910,5131,1123,-14,-52
L,2146,-1813,2024,-3104,-443,3732,-315,-382,R,-607,-630,1609,-4084,5190,-1158,-201,193
L,1586,-2537,1990,-2431,593,3182,-449,-261,R,-1487,-1900,2516,-3727,2836,-2889,-330,252
L,861,-2959,1696,-1528,-222,2297,-572,-141,R,-1647,-3079,2664,-2815,1923,-3384,-445,220
L,902,-2758,1341,-783,-1128,987,-596,-163,R,-1473,-3527,1934,-1735,2401,-3237,-554,201
L,864,-2341,1030,-500,-221,-50,-601,-186,R,-829,-3615,1729,-908,3584,-2631,-620,116
L,397,-1944,897,-212,221,-309,-632,-105,R,-916,-2757,1764,-322,3680,-1341,-541,156
L,370,-1837,933,94,147,-323,-613,-101,R,-1314,-1947,1135,-27,237,-66,-482,302
L,923,-2469,1631,684,557,-1032,-527,-173,R,-781,-1955,604,31,-1751,583,-631,209
L,1571,-3517,2771,1989,863,-2608,-478,-193,R,-1294,-2380,1257,173,-2047,1242,-528,256
L,2075,-3758,3391,3672,1183,-3919,-433,-222,R,-2354,-3126,2054,997,-1909,2910,-450,321
L,1949,-2831,2971,4811,2454,-3845,-385,-254,R,-3652,-3530,2237,1941,-1942,5258,-394,411
L,1175,-1475,1764,4732,4204,-2280,-348,-270,R,-3687,-3050,1711,2316,-3861,6693,-368,465
L,581,-307,917,3546,4666,-19,-158,-310,R,-1958,-2044,713,2487,-5028,6183,-444,421
L,495,191,673,2100,4104,2018,128,-352,R,-971,-1306,253,2464,-4541,4758,-524,361
L,442,98,611,960,3711,3385,74,-355,R,-479,-771,129,1989,-3808,3518,-572,315
L,173,-154,793,191,3131,3986,-107,-121,R,6,-394,52,1244,-2944,2473,-823,-9
L,-28,-287,1071,-92,2024,3989,-150,14,R,261,-227,495,560,-2058,1610,-221,-255
L,24,-210,1138,-57,1334,3529,-104,-12,R,490,-103,972,220,-1577,986,-54,-266
L,-123,189,1204,-12,839,2616,88,58,R,693,-17,1142,368,-778,531,-7,-312
L,-333,707,1308,71,46,1452,276,126,R,947,434,1371,552,-190,238,145,-333
L,-272,949,1294,113,-65,549,356,96,R,1198,1019,1398,355,-231,-3,289,-346
L,-338,987,1282,19,6,94,366,118,R,1194,1017,1277,35,64,-287,301,-361
L,-324,832,1145,-47,-53,-490,349,129,R,966,740,1261,-132,425,-499,249,-334
L,-276,221,890,-50,-251,-1915,133,167,R,697,292,1199,-189,878,-659,118,-294
L,-188,-626,880,-121,-1294,-3663,-348,98,R,289,0,941,-378,1553,-738,0,-171
L,101,-643,940,-615,-2319,-4487,-342,-50,R,-62,-4,557,-799,2235,-688,-4,63
L,257,-114,1039,-1485,-2525,-4211,-60,-138,R,-50,34,305,-1305,3204,-992,63,93
L,-81,118,1120,-2240,-2778,-3299,60,41,R,-433,158,138,-1691,4779,-2180,191,641
L,-148,84,1320,-2999,-4009,-1780,36,63,R,-1462,8,627,-2026,4701,-3666,3,667
L,594,-391,1922,-3512,-4660,62,-110,-168,R,-2077,-395,1671,-2259,2851,-4664,-84,504
L,1130,-874,2457,-3472,-2761,1324,-179,-234,R,-1768,-1144,2082,-2470,1654,-4785,-227,366
L,1092,-1379,2425,-3289,-1466,2157,-274,-213,R,-1509,-2125,1814,-2290,1726,-4525,-420,283
L,1325,-2352,2169,-2542,-2227,2791,-427,-225,R,-1408,-3048,1393,-1497,3000,-4440,-569,227
L,1578,-2907,1749,-1587,-2131,2962,-509,-249,R,-1232,-3474,907,-826,4435,-3821,-662,189
L,1378,-3063,1567,-1189,-847,2475,-557,-218,R,-1597,-3132,1127,-518,4051,-2161,-580,256
L,579,-2860,1619,-805,342,990,-589,-99,R,-1580,-2475,1292,-282,1210,-161,-504,295
L,-13,-2143,1482,-179,-95,-260,-553,2,R,-1294,-2142,1103,-24,-1815,1274,-515,282
L,457,-1939,2090,413,-260,-388,-421,-91,R,-1331,-2587,1673,530,-3153,2006,-504,233
L,964,-2404,2798,1458,377,-429,-390,-146,R,-1954,-3479,2301,1755,-3550,2725,-490,250
L,1907,-3016,2842,2834,299,-1531,-413,-247,R,-2429,-3918,2480,3278,-4005,3676,-484,276
L,2959,-3335,2387,3760,629,-3529,-412,-358,R,-1779,-3114,2202,4247,-4270,3913,-477,250
L,2906,-3013,1595,4095,1732,-4859,-422,-404,R,-786,-1698,1785,4185,-4760,2823,-410,177
L,2126,-2230,995,3862,2488,-4975,-435,-410,R,-114,-625,1438,3442,-5646,695,-234,41
L,1292,-1414,582,3171,2274,-4559,-449,-402,R,462,12,791,2218,-5154,-1707,8,-303
L,675,-820,359,2331,1952,-3981,-470,-370,R,633,89,485,911,-3503,-3473,63,-520
L,135,-562,393,1772,1675,-3334,-535,-111,R,335,-96,667,25,-2662,-4241,-73,-264
L,-311,-400,530,1534,1171,-2679,-330,251,R,403,-211,807,-418,-2282,-4489,-131,-258
L,-623,-90,757,1410,542,-2032,-52,392,R,446,-283,940,-412,-1245,-4507,-152,-244
L,-793,439,959,1147,132,-1314,194,369,R,288,23,893,-285,46,-4115,14,-178
L,-928,957,1176,745,-46,-634,325,314,R,-31,549,973,-372,787,-3225,294,15
L,-950,1282,1336,303,-136,-195,380,271,R,-369,1048,1172,-368,835,-1908,404,132
L,-846,1445,1407,-106,-45,65,413,227,R,-287,1339,1178,-150,363,-615,478,91
L,-783,1225,1366,-454,119,323,378,231,R,-89,1331,1134,10,-42,153,494,29
L,-826,440,1055,-778,-254,715,181,358,R,-25,1209,1117,102,7,814,472,8
L,-630,-184,668,-1064,-1443,1393,-113,422,R,70,752,1000,213,677,2071,369,-32
L,245,-215,664,-1473,-2286,2001,-169,-193,R,-5,-97,807,64,1705,3742,-69,3
L,917,100,744,-2028,-2716,2336,48,-506,R,-271,-403,660,-590,2383,4746,-294,192
L,1426,198,750,-2422,-3502,2782,70,-614,R,-383,-44,668,-1424,2541,4570,-32,297
L,2002,-19,1114,-2609,-3426,3289,-4,-608,R,-294,263,787,-2303,3002,3799,173,195
L,2180,-83,1602,-2830,-1992,3552,-17,-536,R,26,494,901,-3154,3442,2748,287,-14
L,2017,-619,1949,-3019,-956,3526,-124,-446,R,123,190,1375,-3857,4836,1006,78,-50
L,1767,-1531,2176,-2685,-709,3174,-286,-335,R,-760,-659,2052,-3973,5457,-1263,-167,194
L,1392,-2018,1965,-2052,-358,2735,-399,-263,R,-1595,-1474,2602,-3426,3132,-2542,-257,280
L,913,-2420,1577,-1605,-401,2599,-530,-175,R,-1649,-1952,2331,-2810,1793,-3005,-343,284
L,770,-2835,1445,-984,-733,2395,-599,-136,R,-1807,-2913,2082,-2115,1348,-3175,-465,267
L,544,-2694,1199,-247,-990,1462,-639,-104,R,-1222,-3392,1938,-1194,1527,-2639,-559,173
L,319,-2242,891,63,-1101,165,-671,-75,R,-613,-2827,1217,-537,3012,-2002,-642,112
L,477,-1945,737,124,-961,-585,-657,-129,R,-914,-2474,925,-299,2601,-1353,-622,190
L,709,-1790,699,241,-717,-618,-609,-202,R,-876,-2208,718,-142,766,-659,-628,206
L,702,-1698,690,350,-414,-286,-598,-209,R,-694,-2097,542,-42,-379,-146,-672,177
L,631,-1756,665,394,-287,16,-624,-185,R,-583,-2055,477,41,-827,77,-698,154
L,602,-1840,638,352,-288,70,-644,-171,R,-474,-2011,415,115,-720,66,-725,130
L,612,-1849,640,234,-225,-38,-643,-173,R,-401,-1959,395,139,-311,55,-739,113
L,638,-1830,645,103,-52,-107,-636,-182,R,-420,-1954,430,132,-65,104,-728,118
L,617,-1787,651,19,25,-63,-633,-179,R,-429,-1931,457,119,-11,135,-719,122
L,621,-1777,667,-32,-40,32,-628,-181,R,-436,-1894,452,75,19,115,-716,126
L,661,-1832,701,-77,-19,108,-622,-186,R,-483,-1930,480,-2,-150,65,-705,136
100
L,932,-2375,1588,409,-137,-1083,-522,-180,R,-638,-2102,952,65,1074,232,-613,154
L,1890,-2784,2485,1413,-388,-2487,-417,-268,R,-1234,-2304,1421,606,1629,1055,-507,245
L,2954,-2805,2962,2580,385,-4248,-338,-359,R,-2703,-2542,1759,1430,929,2627,-382,411
L,2776,-2397,2749,3652,1957,-5146,-315,-372,R,-4049,-2663,1694,2020,-644,4611,-312,520
L,1775,-1675,1957,4035,4119,-4319,-323,-345,R,-4256,-2544,1104,1912,-2507,6431,-300,569
L,735,-533,1141,3444,5994,-1977,-214,-302,R,-3205,-2037,481,1409,-4503,7085,-321,568
L,105,431,737,2118,5721,731,301,-70,R,-1766,-1394,163,988,-4881,6353,-381,515
L,121,511,574,557,4618,2759,410,-89,R,-801,-858,177,781,-4163,4979,-462,424
L,94,86,675,-599,3858,3695,72,-78,R,-61,-415,269,645,-2836,3573,-563,70
L,-100,-211,1076,-985,2685,3889,-110,52,R,291,-279,467,444,-1962,2403,-268,-281
L,-141,-337,1373,-640,1011,3734,-137,57,R,397,-266,777,298,-1411,1530,-169,-257
L,39,-57,1379,-158,-100,3116,-23,-16,R,614,-100,1103,206,-900,891,-45,-289
L,93,479,1338,23,-309,2118,196,-37,R,884,187,1283,147,-610,388,68,-342
L,-36,806,1367,5,-222,1126,305,13,R,1043,507,1320,72,-238,-21,167,-364
L,-67,915,1357,-32,-172,389,339,23,R,1083,827,1366,-51,41,-337,253,-341
L,-75,821,1220,-101,-27,-286,338,29,R,943,830,1345,-177,438,-575,268,-308
L,-161,407,1069,-160,-39,-1356,206,80,R,652,317,1151,-218,1041,-767,134,-286
L,-129,-255,1077,-221,-877,-2761,-132,66,R,256,-53,901,-349,1520,-902,-32,-158
L,243,-638,1134,-563,-1721,-3878,-288,-105,R,-150,-83,605,-682,2051,-883,-76,138
L,395,-420,1034,-1374,-2118,-4099,-207,-195,R,-346,87,556,-1116,2836,-1135,75,316
L,217,86,1090,-2352,-2793,-3348,44,-112,R,-332,213,598,-1565,3705,-2067,173,276
L,90,406,1232,-3183,-3720,-1867,182,-39,R,-983,-6,749,-1846,4327,-3484,-3,527
L,384,86,1450,-3826,-4005,-28,32,-148,R,-1991,-410,1377,-1940,3502,-4491,-96,541
L,1266,-736,1932,-4112,-3117,1452,-176,-314,R,-2252,-892,1957,-1966,1713,-4524,-166,463
L,1657,-1571,2508,-3749,-2166,2080,-275,-292,R,-2091,-1631,2050,-1859,1419,-3953,-291,385
L,1631,-2259,2340,-2762,-1544,2525,-383,-266,R,-2026,-2359,1860,-1366,2222,-3292,-406,339
L,1403,-2700,1686,-1705,-1101,2937,-509,-237,R,-1595,-2591,1503,-518,3909,-2687,-497,280
L,970,-3010,1712,-1128,-1157,2609,-568,-156,R,-1990,-2433,1315,115,3631,-1776,-455,357
L,698,-2945,2165,-688,-588,1242,-523,-108,R,-2281,-2120,1542,164,-135,-646,-376,410
L,635,-2461,2474,175,478,-201,-439,-103,R,-1512,-2373,1925,315,-2998,480,-441,263
L,635,-2199,2713,1398,505,-530,-382,-103,R,-1236,-2956,2342,1186,-3334,1584,-481,181
L,1217,-2462,2593,2652,76,-622,-406,-188,R,-1751,-3153,2664,2215,-2776,2480,-446,229
L,2141,-2990,2118,3420,305,-1553,-447,-302,R,-2136,-2923,2484,3037,-3193,2855,-417,291
L,2510,-3261,1667,3694,632,-3108,-472,-344,R,-1564,-2202,2072,3573,-3825,2427,-403,273
L,2505,-3033,1170,3728,950,-4624,-476,-376,R,-840,-1229,1615,3578,-4209,1166,-340,224
L,1837,-2174,749,3465,1249,-5363,-476,-386,R,-149,-445,1050,3065,-4296,-545,-227,74
L,886,-1141,575,2845,1219,-5203,-471,-347,R,286,-64,687,2264,-3468,-2141,-49,-224
L,170,-555,588,2068,1409,-4559,-421,-118,R,333,66,555,1415,-2688,-3143,58,-308
L,-391,-287,713,1496,1128,-3751,-194,269,R,389,191,596,589,-2298,-3542,150,-318
L,-677,-51,875,1109,496,-2936,-26,376,R,448,178,827,28,-1667,-3732,107,-279
L,-761,233,1013,881,161,-2040,104,361,R,301,146,1086,-116,-1015,-3757,73,-153
L,-805,654,1139,696,28,-1127,251,315,R,366,331,1158,-83,-300,-3442,152,-169
L,-661,1064,1328,411,74,-456,356,212,R,211,645,1211,-70,691,-2932,276,-87
L,-585,1205,1484,150,148,-90,370,170,R,-221,1002,1356,-95,874,-2056,361,74
L,-611,1232,1451,0,11,170,380,178,R,-216,1236,1351,-62,331,-887,420,67
L,-561,1297,1370,-181,-167,420,412,165,R,-83,1259,1228,0,9,-25,456,27
L,-502,980,1220,-567,-13,668,366,177,R,-28,1174,1115,18,89,664,464,9
L,-454,356,1069,-1023,-183,1059,170,219,R,2,887,961,-52,634,1751,426,-1
L,-315,-8,977,-1340,-979,1659,-4,178,R,-161,251,901,-272,970,3129,153,97
L,169,14,939,-1507,-2070,2322,8,-102,R,-312,-237,884,-657,1488,4118,-141,188
L,767,191,831,-1616,-2888,2940,96,-419,R,-342,-208,914,-1123,2123,4241,-120,200
L,1301,216,734,-1708,-3324,3597,82,-595,R,-205,94,866,-1676,2220,3608,60,132
L,1841,37,848,-1903,-2930,4189,10,-652,R,206,362,789,-2395,2563,2521,239,-133
L,2284,-364,1300,-2180,-1764,4346,-78,-593,R,354,380,1093,-3199,3611,857,183,-170
L,2268,-1133,1607,-2352,-1486,4090,-221,-490,R,-60,-213,1247,-3926,4995,-1299,-97,27
L,2400,-1921,1719,-2137,-1049,3389,-330,-429,R,-1030,-1317,1678,-4222,4439,-3141,-337,257
L,2014,-2199,1799,-1627,-27,2475,-391,-353,R,-1837,-2591,2268,-3993,1963,-3969,-416,280
L,1311,-2258,1558,-1081,-826,1714,-479,-255,R,-1573,-3513,2252,-3098,923,-3782,-519,206
L,1412,-2269,1179,-702,-959,1005,-509,-289,R,-1133,-3733,1822,-1749,2275,-3027,-601,152
L,1146,-2108,1101,-562,460,370,-529,-257,R,-1197,-3248,1170,-803,3915,-1916,-627,191
L,642,-1955,1315,-229,556,-27,-531,-152,R,-1275,-2419,841,-604,3307,-464,-577,264
L,894,-2173,1666,328,777,-432,-489,-180,R,-1114,-2119,1268,-597,1300,629,-514,242
L,1654,-2896,2256,1195,934,-1769,-459,-242,R,-1158,-2304,1723,-152,406,1152,-479,219
L,2537,-3195,2731,2425,414,-3679,-405,-311,R,-2386,-2519,1337,623,-656,2173,-426,399
L,2818,-2498,2535,3395,1348,-4770,-333,-383,R,-3317,-2572,990,1284,-2125,3690,-366,502
L,2095,-1578,1966,3791,3281,-4495,-287,-397,R,-3606,-2558,761,1544,-2966,5075,-347,534
L,866,-753,1379,3686,4908,-2717,-248,-288,R,-3505,-2369,501,1617,-3843,6133,-337,553
L,80,85,909,2804,5221,-62,53,-50,R,-2470,-1864,531,1737,-4125,6277,-364,518
L,92,393,619,1230,4993,2214,321,-71,R,-1473,-1256,664,1759,-3730,5580,-378,460
L,-31,62,629,-212,4632,3445,57,28,R,-686,-699,691,1516,-3090,4553,-356,349
L,-344,-307,1026,-819,3051,3797,-158,178,R,-120,-262,643,1039,-2377,3424,-218,98
L,-247,-360,1252,-578,1198,3731,-157,107,R,195,-113,686,452,-1668,2404,-90,-157
L,2,-32,1232,-166,413,3329,-15,-1,R,424,-81,814,26,-1363,1603,-50,-274
L,-1,433,1252,-1,116,2643,191,0,R,717,130,970,-147,-1025,987,61,-362
L,59,804,1327,-40,-110,1828,311,-21,R,880,479,1210,-210,-480,501,177,-340
L,74,1002,1459,-112,-188,1052,344,-24,R,934,811,1346,-229,-390,168,263,-307
L,64,1077,1555,-115,-329,518,346,-19,R,999,976,1383,-266,-307,-62,297,-305
L,60,1048,1536,-141,-237,165,342,-18,R,988,948,1485,-302,-67,-289,279,-292
